"","id","price","latitude","longitude","city","name","review_scores_rating","neighbourhood_cleansed"
"955",2084442,75,-37.8051183333911,144.884678432085,"Seddon","Oasis in the Inner City -Melbourne",97,"Maribyrnong"
"956",17179364,62,-37.7922511758307,144.894131699822,"Footscray","Great Studio 15 min from the city",NA,"Maribyrnong"
"957",17780701,43,-37.7819312682057,144.867438309288,"Maidstone","King size bed double room",NA,"Maribyrnong"
"958",10735664,47,-37.8116839499173,144.880698074835,"Kingsville","Private outdoor room in shady garden. With cat",NA,"Maribyrnong"
"959",2084948,56,-37.7806874525023,144.889063598372,"Maribyrnong","Charming & comfortable-free Wifi",95,"Maribyrnong"
"960",2478171,63,-37.7956680059077,144.88403724767,"Footscray","Stunning interiors and free wifi",95,"Maribyrnong"
"961",17486022,300,-37.7957766538102,144.895151248394,"Footscray","Large Luxury house 10min drive from CBD可以讲中文",100,"Maribyrnong"
"962",3854770,80,-37.7970558687767,144.901547068635,"Footscray","Peaceful apartment close to city",93,"Maribyrnong"
"963",806245,185,-37.8027017173686,144.897987512917,"Seddon","Huge bright townhouse with terrace",96,"Maribyrnong"
"964",15424880,149,-37.8184603220618,144.882746277158,"Yarraville","beautiful home in Yarraville",NA,"Maribyrnong"
"965",17027627,55,-37.7996536320688,144.904518716738,"Footscray","Nice modern home locale free wifi",96,"Maribyrnong"
"966",9294284,50,-37.7999184029869,144.903762580454,"Footscray","Double room in heart of Footscray",93,"Maribyrnong"
"967",5034466,25,-37.7726667978898,144.880124439335,"Maribyrnong","Comfy Bedrooms for share - 2",96,"Maribyrnong"
"968",17125860,35,-37.7918325939919,144.88254168832,"West Footscray","Clean & Cosy Bedroom Close to City",100,"Maribyrnong"
"969",12178035,170,-37.8147595962779,144.886275188747,"Yarraville","Bright, peaceful and convenient",98,"Maribyrnong"
"970",5034699,25,-37.7712327871331,144.879828897978,"Maribyrnong","Comfy Bedrooms for share - 3",94,"Maribyrnong"
"971",13783872,41,-37.7807191329491,144.882108092484,"Maidstone","Provincial Home, 15 mins to CBD",92,"Maribyrnong"
"972",7679109,46,-37.8013014074774,144.906144623244,"Footscray","Room in apartment 5.5km from city",96,"Maribyrnong"
"973",13982465,52,-37.8090929655558,144.888437258079,"Seddon","Quiet spacious room in calm semi-private home",NA,"Maribyrnong"
"974",15100139,225,-37.8074674127631,144.899410104963,"Seddon","Inner western beauty with a country feel",100,"Maribyrnong"
"975",17856086,204,-37.7845614876744,144.864056915967,"Braybrook","Beautiful room in old Victorian B&B",NA,"Maribyrnong"
"976",16054987,45,-37.7801592435829,144.861668637011,"Braybrook","Private room close to Melbourne CBD & Airport",100,"Maribyrnong"
"977",11397412,60,-37.7995621151163,144.881863003652,"Footscray","Private Rms, Lounge Rm & Bathroom!",99,"Maribyrnong"
"978",16181205,33,-37.8111965847954,144.869538411038,"West Footscray","Nice environment and fun people",100,"Maribyrnong"
"979",10345429,18,-37.784603753901,144.856335948473,"Braybrook","Comfortable stay while in melbourne",93,"Maribyrnong"
"980",10341955,66,-37.7952843528455,144.884087653147,"Footscray","Chilled apartment in Funky Footscray",100,"Maribyrnong"
"981",2281045,58,-37.7951288924223,144.852435775325,"Braybrook","spacious room with own ensuite & balcony",95,"Maribyrnong"
"982",15262453,39,-37.7986382076564,144.892986973963,"Footscray","Private room near Footscray station",60,"Maribyrnong"
"983",6249828,62,-37.8022638026133,144.901537473547,"Footscray","Ensuite room near train station",97,"Maribyrnong"
"984",12477286,140,-37.8147820200994,144.885593529297,"Yarraville","Yarraville, Melb.  2 doubles rooms",100,"Maribyrnong"
"985",13819262,140,-37.8169737348657,144.894481182231,"Yarraville","Cute Cottage in Yarraville Village",100,"Maribyrnong"
"986",15423330,184,-37.8048999900047,144.90363726001,"Footscray","Whole House in heart of Footscray",NA,"Maribyrnong"
"987",715744,100,-37.7848683993012,144.875416164952,"Maidstone","Clean quite private room in the wes",NA,"Maribyrnong"
"988",6892434,45,-37.7853272438047,144.869246452662,"Melbourne","Urban Permaculture Homestay",97,"Maribyrnong"
"989",4842621,90,-37.8174139773015,144.888354304678,"Yarraville","Bright garden studio in Yarraville!",98,"Maribyrnong"
"990",17741810,52,-37.7828773469256,144.866775653134,"Maidstone","King size cozy bed near city - B",NA,"Maribyrnong"
"991",14760586,37,-37.7913857681796,144.892212149863,"Footscray","Sunny Room in Footscray Apartment",100,"Maribyrnong"
"992",16728399,350,-37.797494461902,144.870659922507,"West Footscray","Spacious family home only 8km from Melbourne CBD",NA,"Maribyrnong"
"993",16085620,35,-37.8059593886221,144.892602944802,"Seddon","Large bedroom with balcony, close to the CBD!",90,"Maribyrnong"
"994",15329206,55,-37.8006545840446,144.882261606921,"Footscray","Enjoyable, Happy, Luxurious Town House",93,"Maribyrnong"
"995",7626979,260,-37.7739783609655,144.879908991081,"Maribyrnong","Cosy three bedrooms  in Maribyrnong",100,"Maribyrnong"
"996",5765862,50,-37.8110857221454,144.894895523718,"Yarraville","Cozy apartment 10min from CBD",96,"Maribyrnong"
"997",8679159,45,-37.7676999560931,144.900082115265,"Maribyrnong","Private room 8 Kms from CBD",100,"Maribyrnong"
"998",17034026,79,-37.7835891940045,144.862350709611,"Braybrook","A lovely convenient townhouse!",100,"Maribyrnong"
"999",11107368,100,-37.7948049801579,144.89886494361,"Footscray","Art Deco Townhouse in Footscray",94,"Maribyrnong"
"1000",9436212,100,-37.7854009765273,144.900868829507,"Maribyrnong","1 Bedroom Riverfront Apartment",85,"Maribyrnong"
"1001",1244226,132,-37.8016387698487,144.894269170694,"Footscray","Inner west city home",98,"Maribyrnong"
"1002",14548173,250,-37.7758900085222,144.893862457344,"Maribyrnong","Cosy 3 Bedroom Townhouse",89,"Maribyrnong"
"1003",4918664,220,-37.8163904745264,144.89442640892,"Yarraville","Your Melbourne House -  Yarraville Village",70,"Maribyrnong"
"1004",16744349,60,-37.8040948467061,144.904657356713,"Footscray","Modern newly renovated Private room",100,"Maribyrnong"
"1005",15756757,104,-37.7915872276577,144.875493534664,"West Footscray","Inner West Easy Stay",92,"Maribyrnong"
"1006",16678458,62,-37.8225438066833,144.891749266651,"Yarraville","Perfect retreat in Melbourne's quirky Yarraville",100,"Maribyrnong"
"1007",7776858,35,-37.8063460751677,144.867297835648,"West Footscray","Cheap and comfy stay",97,"Maribyrnong"
"1008",10736270,47,-37.8005289368734,144.891058644491,"Footscray","Queen sized bed in lovely house",93,"Maribyrnong"
"1009",8908639,100,-37.799492749543,144.896900884286,"Footscray","One bedroom apartment 6kms from CBD",100,"Maribyrnong"
"1010",1077907,41,-37.7949305694917,144.886610714628,"Footscray","Single room for female travellers",95,"Maribyrnong"
"1011",16510923,55,-37.7958075908806,144.902930002805,"Footscray","The Zen Den",97,"Maribyrnong"
"1012",11403218,55,-37.8193854058465,144.891905566589,"Yarraville","Private room in furnished house",90,"Maribyrnong"
"1013",7369584,80,-37.812049847645,144.891462614453,"Yarraville","Brightly lit with city views",100,"Maribyrnong"
"1014",13497235,499,-37.8163106637678,144.880685072762,"Yarraville","Perfect for families!",100,"Maribyrnong"
"1015",16708770,29,-37.8063096151516,144.868468320622,"West Footscray","Nice and cheap",90,"Maribyrnong"
"1016",10418031,45,-37.7918995288235,144.877428044102,"West Footscray","Charming garden studio apartment",90,"Maribyrnong"
"1017",15792040,201,-37.7971484399461,144.893380461125,"Footscray","Period Home in Inner West",60,"Maribyrnong"
"1018",17627196,35,-37.8019734570182,144.901225821576,"Footscray","Cozy new house 3 stops to CBD Room C",NA,"Maribyrnong"
"1019",8005745,55,-37.8069256488664,144.893442356311,"Seddon","Spanish-style ""finca"" (farmhouse) 15 mins to CBD",100,"Maribyrnong"
"1020",15956165,59,-37.8046856899081,144.889869987866,"Seddon","Modern Sun Filled Room",100,"Maribyrnong"
"1021",6420838,100,-37.8081308323457,144.905691034066,"Footscray","Huge WAREHOUSE APARTMENT Footscray",80,"Maribyrnong"
"1022",10086875,110,-37.7958231304791,144.873564095039,"West Footscray","West Footscray delight close to CBD",93,"Maribyrnong"
"1023",17984080,159,-37.7971846393142,144.883117267083,"Footscray","Innovative Comfort Stays-Melbourne",NA,"Maribyrnong"
"1024",14187134,42,-37.8158237183688,144.894296607036,"Yarraville","Large comfortable room in delightful Yarraville",NA,"Maribyrnong"
"1025",3537554,176,-37.7956867587234,144.889598388511,"Footscray","Home from home ",NA,"Maribyrnong"
"1026",4106918,50,-37.8053660272168,144.903538530857,"Footscray","Spacious, stylish room",96,"Maribyrnong"
"1027",9635604,53,-37.7875793930818,144.895483047927,"Maribyrnong","Luxury house near lake and shops",100,"Maribyrnong"
"1028",9334178,205,-37.8072876016781,144.887241982015,"Seddon","2 Storey Victorian themed townhouse",87,"Maribyrnong"
"1029",2555881,69,-37.7975100750007,144.881713451928,"West Footscray","Chilled Apartment w/great Transport",90,"Maribyrnong"
"1030",10092057,39,-37.7954403652217,144.885167880631,"Footscray","7km away from CBD hustle & bustle!",100,"Maribyrnong"
"1031",5502603,149,-37.8210987081609,144.889562336661,"Yarraville","Yarraville Family Home ",100,"Maribyrnong"
"1032",16635051,47,-37.8118201878078,144.87889073943,"Kingsville","Private room in lovely house and garden. With cat.",NA,"Maribyrnong"
"1033",4943537,50,-37.8015908532089,144.893087511416,"Footscray","Room in pretty victorian cottage",96,"Maribyrnong"
"1034",8508023,59,-37.8018324415538,144.896264132089,"Footscray","CITY view Apartment Private Room/Pvt Bathroom",91,"Maribyrnong"
"1035",16831062,50,-37.8188226984533,144.876627426424,"Yarraville","Spacious room in heart of Yarraville, close to CBD",85,"Maribyrnong"
"1036",16216644,85,-37.8141166984813,144.876082755482,"Yarraville","Village Manse - Yarraville's Hidden Secret",99,"Maribyrnong"
"1037",7402753,45,-37.7912234458885,144.884061061415,"Footscray","Bright Modern Apartment 9km to CBD",94,"Maribyrnong"
"1038",9261499,270,-37.7859530545922,144.886432671691,"Maribyrnong","Ultraluxe 3bd home w/Jacuzzi & more",NA,"Maribyrnong"
"1039",17591562,54,-37.8000835602404,144.895175258699,"Footscray","Spacious Room with a Balcony",NA,"Maribyrnong"
"1040",16182303,38,-37.7800743051914,144.858178905582,"Braybrook","close to CBD, convenient transportation",100,"Maribyrnong"
"1041",9300877,125,-37.8053965025754,144.890977298767,"Seddon","Style & comfort - 13 mins from CBD",NA,"Maribyrnong"
"1042",9564471,45,-37.8185909291343,144.891400606757,"Yarraville","Private room 11 mins to CBD",91,"Maribyrnong"
"1043",4942262,41,-37.7945485816044,144.87389535377,"West Footscray","A Room with Warmth and Comfort.",97,"Maribyrnong"
"1044",10315921,58,-37.8036779292029,144.905664444935,"Footscray","Unbeatable Footscray location",97,"Maribyrnong"
"1045",5006242,31,-37.7966800507127,144.90159788059,"Footscray","Footscray Bicycle Haven- small room",93,"Maribyrnong"
"1046",17261424,300,-37.7865109884846,144.898911888909,"Maribyrnong","Maribyrnong River, comfortable family home",NA,"Maribyrnong"
"1047",156482,204,-37.8156527295693,144.888697751173,"Yarraville","Gorgeous 3 bdrm house in the heart of Yarraville",97,"Maribyrnong"
"1048",2057845,100,-37.7661628766267,144.88985926721,"Maribyrnong","Neat, tidy and all yours",94,"Maribyrnong"
"1049",9757039,50,-37.8225788696039,144.890657946908,"Yarraville","Yarraville- Spacious Room & Ensuite",96,"Maribyrnong"
"1050",8904944,30,-37.7939874221729,144.891894436061,"Footscray","A lovely room in Footscray",80,"Maribyrnong"
"1051",10866791,48,-37.8052252522808,144.86719293392,"West Footscray","Relaxed, inner city house",88,"Maribyrnong"
"1052",6218281,172,-37.799288679773,144.894410422378,"Footscray","Heritage house & garden, inner city",94,"Maribyrnong"
"1053",17030736,55,-37.799758007651,144.90406172392,"Footscray","Sweet modern Home locale free wifi",80,"Maribyrnong"
"1054",7387746,90,-37.7983224061497,144.897070045388,"Footscray","Modern apt in heart of Footscray",95,"Maribyrnong"
"1055",13851528,140,-37.7885961147604,144.871329299162,"Maidstone","Brand New Townhouse w Free Parking!",95,"Maribyrnong"
"1056",14704722,50,-37.7967423151157,144.875904079464,"West Footscray","Nice clean and private room in convenient location",80,"Maribyrnong"
"1057",17686617,94,-37.8151667521129,144.892969250843,"Yarraville","Ensuite Stay in a Mansion near CBD",100,"Maribyrnong"
"1058",9494615,201,-37.8068193159491,144.890253809973,"Seddon","Melbourne Family Home Inner West",NA,"Maribyrnong"
"1059",17031132,35,-37.7791945075455,144.885163829003,"Maidstone","Cozy shared room at melbourne home",100,"Maribyrnong"
"1060",6249101,60,-37.8015945201733,144.90148146575,"Footscray","Cozy Ensuite 3 train stops to CBD",96,"Maribyrnong"
"1061",12373655,100,-37.818602403344,144.892667969235,"Yarraville","Let there be light.",NA,"Maribyrnong"
"1062",12474171,149,-37.8070475633931,144.883402813981,"Kingsville","Edwardian Home 15 minutes from city",100,"Maribyrnong"
"1063",5494499,180,-37.8005896990482,144.891548349414,"Footscray","Boutique Stay - 3 bedroom townhouse",91,"Maribyrnong"
"1064",17686689,300,-37.815494275312,144.873455480629,"Yarraville","'Graceland'",NA,"Maribyrnong"
"1065",6381722,100,-37.7735367763629,144.873640014894,"Maribyrnong","Romantic Getaway Riverview Stay",NA,"Maribyrnong"
"1066",7232762,55,-37.8097752512783,144.894892738712,"Seddon","Character house, 10 mins from CBD",NA,"Maribyrnong"
"1067",17751258,52,-37.7815477881074,144.867291880542,"Maidstone","King size bed cozy room near city - A",NA,"Maribyrnong"
"1068",1661956,100,-37.7953985133853,144.90340513656,"Footscray","Quiet street, walk to Footscray",NA,"Maribyrnong"
"1069",15062736,130,-37.7839049041817,144.888881729384,"Maribyrnong","""Home away from Home"" - Ideal for longer visits",99,"Maribyrnong"
"1070",8637964,55,-37.8089478654313,144.888431469929,"Seddon","Private Room in Beautiful Area",NA,"Maribyrnong"
"1071",4804287,45,-37.7942624271277,144.872119741772,"West Footscray","West Footscray delight close to CBD",100,"Maribyrnong"
"1072",9394181,52,-37.8198511687544,144.892678147161,"Yarraville","Cute room/ensuite in old stone home",97,"Maribyrnong"
"1073",16733026,30,-37.7808785023964,144.860019510074,"Braybrook","Private Lock Furnished Single Room in Melbourne",88,"Maribyrnong"
"1074",16112258,600,-37.7961586706662,144.90453966806,"Footscray","Modern Edwardian Mansion",100,"Maribyrnong"
"1075",16177720,121,-37.8126411980827,144.875365298893,"Kingsville","3 bedrooms townhouse close to  CBD",100,"Maribyrnong"
"1076",5560763,41,-37.8028357617414,144.898059623761,"Footscray","Best Room in the Heart of Footscray",98,"Maribyrnong"
"1077",10642499,80,-37.8101651704937,144.880953684853,"Kingsville","Two bedrooms in lovely house and garden. With cat.",80,"Maribyrnong"
"1078",8476153,30,-37.798681994686,144.875665913105,"West Footscray","Contemporary room with ensuite",NA,"Maribyrnong"
"1079",17612663,30,-37.8011832019769,144.906397813664,"Footscray","New Waterside Resort-Pool,Sauna,Gym",NA,"Maribyrnong"
"1080",17780692,72,-37.7827787236456,144.867131476642,"Maidstone","Big family room 35 m2",NA,"Maribyrnong"
"1081",10540365,60,-37.8151072521997,144.87122465683,"Yarraville","Spacious bungalow",90,"Maribyrnong"
"1082",12834076,66,-37.8137983623346,144.881970904029,"Yarraville","Happy Brew Garden Bungalow",99,"Maribyrnong"
"1083",16242880,210,-37.8216915998793,144.87374013316,"Yarraville","Spacious entire house close to everything",93,"Maribyrnong"
"1084",17222639,75,-37.7900187952481,144.885763382954,"Footscray","Bright and colourful Footscray",NA,"Maribyrnong"
"1085",14175009,35,-37.8012984995843,144.89265421947,"Footscray","Inner city suburb near everything 3 mins to train",92,"Maribyrnong"
"1086",7752488,50,-37.7861941594065,144.884497545942,"Maribyrnong","Comfortable and modern lifestyles",60,"Maribyrnong"
"1087",2345578,130,-37.8209412511355,144.891811101319,"Yarraville","Contemporary Apartment Yarraville",96,"Maribyrnong"
"1088",10734156,50,-37.7911239152326,144.847109287123,"Braybrook","Single Room available for rent",100,"Maribyrnong"
"1089",4278824,110,-37.823434935919,144.879021478875,"Yarraville","Cosy Yarraville Studio Bungalow",93,"Maribyrnong"
"1090",17943009,80,-37.8126918693015,144.883739561483,"Yarraville","Best of the inner west, 4kms to cbd",NA,"Maribyrnong"
"1091",6441424,260,-37.8091381386196,144.872520861052,"West Footscray","The Glasshouse 60's Bespoke",91,"Maribyrnong"
"1092",6474170,25,-37.7710748542033,144.881930040837,"Maribyrnong","Comfy Bedrooms for share - 1",94,"Maribyrnong"
"1093",17277333,59,-37.8038843704766,144.903272632268,"Footscray","Modern newly renovated spacious private room",100,"Maribyrnong"
"1094",15092216,110,-37.776463742205,144.890570462492,"Maribyrnong","Highpoint Condo - easy access to Melbourne CBD",100,"Maribyrnong"
"1095",6437413,60,-37.7961802083603,144.883304499969,"Footscray","Cosy room with easy access to city",98,"Maribyrnong"
"1096",2951233,130,-37.8004746097116,144.883968063142,"West Footscray","Family friendly home in Melbourne",94,"Maribyrnong"
"1097",16887960,55,-37.7842204398203,144.897966140863,"Maribyrnong","10 min from CBD!! Large Bedroom + private bathroom",95,"Maribyrnong"
"1098",17739790,270,-37.7824971231538,144.883337196203,"Maidstone","Plenty of room for big family",NA,"Maribyrnong"
"1099",3878603,140,-37.8012619755539,144.889787392293,"Footscray","A Cool Character",95,"Maribyrnong"
"1100",12192681,60,-37.7977500897857,144.899773037981,"Footscray","Garden Studio Unit - Fully self-contained",91,"Maribyrnong"
"1101",4107563,45,-37.8039924078372,144.903335980346,"Footscray","Beautiful, cosy, light filled room",93,"Maribyrnong"
"1102",15411808,75,-37.8097198282427,144.869708426299,"West Footscray","Cozy apartment in West Footscray",87,"Maribyrnong"
"1103",9284112,110,-37.7968714972308,144.881340438623,"Footscray","Beautiful 2 Storey house Melbourne",100,"Maribyrnong"
"1104",5221904,55,-37.7947538786321,144.894393272276,"Footscray","COSY ROOM IN TRENDY FOOTSCRAY",93,"Maribyrnong"
"1105",10595727,45,-37.8228485876316,144.875632959097,"Yarraville","Inner city, home away from home",81,"Maribyrnong"
"1106",16231824,149,-37.8211246495247,144.886335285323,"Yarraville","Bricks Modernist House, Yarraville",99,"Maribyrnong"
"1107",16950784,48,-37.8028475832164,144.904586035775,"Footscray","Modern newly renovated Cosy private room",100,"Maribyrnong"
"1108",17385035,121,-37.8108960099482,144.887249204108,"Yarraville","Appealing Yarraville Home",NA,"Maribyrnong"
"1109",5023058,25,-37.7730036288571,144.880411820552,"Maribyrnong","Comfy Bedrooms for share - 4",89,"Maribyrnong"
"1110",16524286,90,-37.8157709691374,144.890593247893,"Yarraville","Yarraville Village Best in the West 10min MelbCBD",NA,"Maribyrnong"
"1111",17705233,45,-37.8226873754302,144.874197075753,"Yarraville","Cozy, inner city bedroom",80,"Maribyrnong"
"1112",17079319,250,-37.7733550695183,144.879543981677,"Maribyrnong","Maribyrnong Apartment",NA,"Maribyrnong"
"1113",6170638,250,-37.7749842266075,144.873760035398,"Maribyrnong","Riverview Terrace",97,"Maribyrnong"
"1114",5154743,45,-37.7944208184185,144.873520471589,"West Footscray","A King Sized Bed...divine!",97,"Maribyrnong"
"1115",13215397,35,-37.7970345911852,144.901903347449,"Footscray","Footscray Bicycle Haven - Supersize room",99,"Maribyrnong"
"1116",8955547,284,-37.8169809094718,144.893540059523,"Yarraville","Village BELLE - Stunning cottage",80,"Maribyrnong"
"1117",17049196,55,-37.820401796389,144.888017369539,"Yarraville","Convenience is King.",100,"Maribyrnong"
"1118",10692177,168,-37.7688289174435,144.882904295061,"Maribyrnong","Modern & Brand New....Your Home away from Home!",99,"Maribyrnong"
"1119",17180232,69,-37.8085570684276,144.892478575766,"Seddon","Modern terrace house, 15min to CBD",100,"Maribyrnong"
"1120",13116268,26,-37.7970963925252,144.882878380706,"Footscray","Two rooms available, one queen bed, one double",80,"Maribyrnong"
"1121",17998622,119,-37.7838305216829,144.870576481078,"Maidstone","Luxury Home -3 Bedroom super modern",NA,"Maribyrnong"
"1122",15933613,25,-37.7963705670156,144.863311043322,"West Footscray","Your own private room, only 20-min train to CBD!",92,"Maribyrnong"
"1123",14654926,50,-37.801178310542,144.891426388019,"Footscray","Huge room+own living room+near everything 3mins",94,"Maribyrnong"
"1124",4299666,201,-37.8052614274686,144.888812067638,"Seddon","Trendy Townhouse close to CBD",94,"Maribyrnong"
"1125",17406722,31,-37.7890514549809,144.877170543475,"Maidstone","Queen Size bed close to Footscray",100,"Maribyrnong"
"1126",1253219,149,-37.807765385336,144.897506229318,"Seddon","Stay at home in Seddon",100,"Maribyrnong"
"1127",11442880,59,-37.8082420053639,144.883718118071,"Seddon","The ""W"" Seddon - with pool!!!",93,"Maribyrnong"
"1128",12327560,138,-37.8128989797721,144.888008478808,"Yarraville","Yarra | Air-Con | Ground Floor | S4",96,"Maribyrnong"
"1129",15413085,41,-37.7773683382848,144.885508892262,"Maidstone","20 minutes drive to melbourne city",93,"Maribyrnong"
"1130",6035969,135,-37.8199241323014,144.888256026753,"Yarraville","modern house near village centre",70,"Maribyrnong"
"1131",17897062,66,-37.8195737721364,144.888433425698,"Yarraville","Designer pad - Private room + Bathroom + Courtyard",NA,"Maribyrnong"
"1132",8688817,145,-37.7996797196813,144.877091850121,"West Footscray","West Footscray Family House",NA,"Maribyrnong"
"1133",16162731,100,-37.7984759663949,144.866831404745,"West Footscray","Cheerful 2 BR Apt 15 mins from CBD",NA,"Maribyrnong"
"1134",12098122,201,-37.7941481264446,144.883068507981,"Footscray","Footscray's Finest",NA,"Maribyrnong"
"1135",16324515,55,-37.8074971623652,144.893382918379,"Seddon","A Comfortable Bed in Seddon",95,"Maribyrnong"
"1136",6494103,43,-37.8023488179323,144.859526470296,"West Footscray","Private cozy room in West Footscray",85,"Maribyrnong"
"1137",7115949,35,-37.7958820791686,144.887071893482,"Footscray","Private room with an outdoor area",NA,"Maribyrnong"
"1138",9671576,41,-37.8005893466118,144.893298001984,"Footscray","Long-term double room in Footscray",NA,"Maribyrnong"
"1139",15778627,121,-37.7803575729367,144.892067465156,"Maribyrnong","Maribyrnong River Retreat - Magnificant Views",93,"Maribyrnong"
"1140",5741058,50,-37.8203431942458,144.891969487961,"Yarraville","Friendly house in funky Yarraville",86,"Maribyrnong"
"1141",13800966,155,-37.7953094876841,144.887750456665,"Footscray","The Heart of Footscray",85,"Maribyrnong"
"1142",9267153,92,-37.7961907037506,144.867789859368,"West Footscray","Casa de Juju",89,"Maribyrnong"
"1143",6428024,55,-37.8017328410765,144.902546906527,"Footscray","Absolute Ensuite room near station",99,"Maribyrnong"
"1144",17306341,30,-37.808717744185,144.894735145339,"Seddon","Only girls, Close to cafe street, 10min to Mel CBD",NA,"Maribyrnong"
"1145",8412829,149,-37.7926671597911,144.878546037149,"West Footscray","Large contemporary inner city home",100,"Maribyrnong"
"1146",1906916,60,-37.8022727081355,144.897473514761,"Footscray","Cozy double bedroom in Footscray",NA,"Maribyrnong"
"1147",17373382,79,-37.786994111624,144.855442251169,"Braybrook ","A lovely convenient townhouse",90,"Maribyrnong"
"1148",17515357,360,-37.8145816976217,144.891448173408,"Yarraville","Group stay in a Mansion near CBD",NA,"Maribyrnong"
"1149",16977185,50,-37.7976008134366,144.904087132933,"Footscray","Modern Home with Free Wifi Internet",85,"Maribyrnong"
"1150",8133068,300,-37.7867920498279,144.898916346296,"Maribyrnong","holiday style waterfront apartment",NA,"Maribyrnong"
"1151",14095011,270,-37.8080751515629,144.883106569247,"Yarraville","Lovely family home ready for you!",70,"Maribyrnong"
"1152",17109458,109,-37.8001916469126,144.894220851052,"Footscray","Barkly Theatre Apartments",NA,"Maribyrnong"
"1153",12783954,127,-37.8002773323807,144.905656829059,"Footscray","★Charlie★ Superhost | Modern, Clean w. Parking",98,"Maribyrnong"
"1154",8524116,94,-37.8161498912591,144.895381006328,"Yarraville","Dapper apartment in Yarraville",100,"Maribyrnong"
"1155",3838090,190,-37.8048409875624,144.894416997706,"Seddon","Spacious modern 2BD inner west home",90,"Maribyrnong"
"1156",15723971,30,-37.7974112236094,144.871086839434,"West Footscray","Loft bed in private room",NA,"Maribyrnong"
"1157",5096213,125,-37.8028125646423,144.896894990676,"Footscray","Stylish 2brm Pad Central Footscray",98,"Maribyrnong"
"1158",16191980,100,-37.808622512477,144.884896656146,"Seddon","Explore two old villages from one new apartment",93,"Maribyrnong"
"1159",16844886,130,-37.7874276127843,144.899876686081,"Maribyrnong","Absolute waterfront. Walk to Races, Show grounds",100,"Maribyrnong"
"1160",8488905,168,-37.8222662840017,144.880273315191,"Yarraville","House-Only 9 MINS to Melbourne CBD!",80,"Maribyrnong"
"1161",8488852,73,-37.8231878345097,144.882271642383,"Yarraville","Bedroom in popular Yarraville",NA,"Maribyrnong"
"1162",12191592,250,-37.8083576446792,144.88910629769,"Seddon","Family home perfectly located",100,"Maribyrnong"
"1163",5376168,156,-37.8027647713247,144.903677275803,"Footscray","Indoor/Outdoor Inner West Living",NA,"Maribyrnong"
"1164",17236837,201,-37.8060182318246,144.885989169583,"Seddon","Spacious family home close to Seddon Village",NA,"Maribyrnong"
"1165",13239551,35,-37.7679939374109,144.889873308234,"Maribyrnong","Cosy apartment near Maribyrnong River",NA,"Maribyrnong"
"1166",4688278,149,-37.8139304766144,144.890427914822,"Yarraville","Lovely 3 bedroom home",80,"Maribyrnong"
"1167",7735081,41,-37.7984140060435,144.895120978199,"Footscray","Bluestone, Bed, Bathroom & Balcony",97,"Maribyrnong"
"1168",9778263,121,-37.8890031107333,145.120397019047,"Mount Waverley","MTW",NA,"Monash"
"1169",4950810,650,-37.9172445663841,145.127778125408,"Clayton","big room in clayton near monash uni",NA,"Monash"
"1170",8487827,60,-37.9078857929007,145.084495083762,"Hughesdale","Private Self Contained Pool House",98,"Monash"
"1171",16384493,80,-37.9047473739719,145.141701502562,"Notting Hill","Private room in Notting Hill",90,"Monash"
"1172",17432860,176,-37.9122361550993,145.115262028093,"Oakleigh East","Brand new townhouse - 3 Bedrooms, 3 ensuites",100,"Monash"
"1173",13762875,48,-37.9165701438225,145.116879838446,"Clayton","Large, uni, hospital, train, bicycle, LCD and more",93,"Monash"
"1174",10060165,69,-37.9048593953181,145.126718754436,"Clayton","Comfy Room at Clayton Melbourne",80,"Monash"
"1175",300445,210,-37.9038258763976,145.080405017256,"Hughesdale","Hughsdale Modern Unit",94,"Monash"
"1176",16679691,41,-37.8996336389714,145.090418615021,"Oakleigh","Room for Rent at Heart of Oakleigh",60,"Monash"
"1177",15805283,37,-37.9165513963399,145.143307557727,"Clayton","clayton Monash Uni nice tidy room",NA,"Monash"
"1178",16352333,35,-37.874254754534,145.175822016359,"Glen Waverley, Victoria, AU","Spacious Clean Room (Glen Waverley)",100,"Monash"
"1179",15836952,39,-37.877979640205,145.154360998893,"Glen Waverley","Nearby The Glen Shopping Center",100,"Monash"
"1180",8327545,140,-37.9039768165104,145.145654733842,"Notting Hill","1 b/r apartment-walk to Monash Uni",97,"Monash"
"1181",5080269,48,-37.9187248892397,145.13084633423,"Clayton","A stroll to Monash Uni Clayton",100,"Monash"
"1182",14779984,121,-37.878132289108,145.117728169952,"Mount Waverley","comfy family cottage house in a safe suburb",NA,"Monash"
"1183",17794645,29,-37.8983729249601,145.076249666501,"Murrumbeena","Comfortable room with convenient commute",NA,"Monash"
"1184",16385206,20,-37.8873761309494,145.091925526938,"Chadstone","perfectly located 1 bedroom near shopping center",NA,"Monash"
"1185",13271480,201,-37.9309255593103,145.203395085732,"Mulgrave","Beautiful home#GORGEOUS Views#Charming character!",NA,"Monash"
"1186",16452193,100,-37.9059216522246,145.080008057517,"Hughesdale","Serene Oasis in Oakleigh",NA,"Monash"
"1187",17028976,30,-37.9095959793714,145.178595883901,"Wheelers Hill","Small room with Garden View",NA,"Monash"
"1188",167067,45,-37.8714593314304,145.129844120817,"Mount Waverley","Convenient Spot in Mt Waverley",88,"Monash"
